budget,revenue,runtime,release_year,release_month,release_dayofweek,release_quarter,is_weekend,is_blockbuster_season,is_franchise,cast_score,director_score,keyword_score,genre_score,production_company_score,country_score,collection_score,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science_Fiction,genre_TV_Movie,genre_Thriller,genre_War,genre_Western
16.588099342704055,11.892689785783983,86.0,2000,3,3,1,0,0,0,15.518447421914527,15.518447421914528,15.518447421914528,15.684351024695232,15.518447421914527,15.626046532684885,15.518447421914528,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.118095750958314,12.364306406795038,91.0,2000,3,3,1,0,0,0,15.518447421914527,15.518447421914528,15.167454759375374,15.448817735494167,15.518447421914528,15.542739175402048,15.518447421914528,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18.31532023940565,18.52489127062626,114.0,2000,3,4,1,0,0,0,15.640604673983118,15.518447421914528,15.576316453042164,15.644883462675132,15.518447421914528,15.473642810867116,15.518447421914528,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
13.592368256649284,11.884985449885837,101.0,2000,3,4,1,0,0,0,15.518447421914527,15.518447421914528,15.518447421914528,15.621336817850857,15.505048015801405,15.509647386690364,15.518447421914528,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
16.118095750958314,11.377266095522472,86.0,2000,3,2,1,0,0,0,15.518447421914528,15.518447421914528,15.516809903180452,15.5830146696185,15.518447421914528,15.527924870925027,15.518447421914528,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16.118095750958314,16.301137198496722,112.0,2000,3,3,1,0,0,0,15.638058908913461,15.518447421914528,15.575323484006852,15.546868296798985,15.467832130036935,15.462446792091654,15.518447421914528,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
17.216707972959764,17.667783580218067,113.0,2000,3,4,1,0,0,0,15.518447421914527,15.518447421914528,15.617599452953009,15.529384412606834,15.730265056710126,15.479123559660376,15.518447421914528,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
17.034386422832473,18.326773949941376,115.0,2000,3,2,1,0,0,0,15.518447421914527,15.518447421914528,15.58739330664399,15.584062510296778,15.518447421914528,15.52332733598228,15.518447421914528,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16.588099342704055,15.436552087286053,87.0,2000,3,2,1,0,0,1,15.518447421914527,15.518447421914528,15.572375552818862,15.595723291179855,15.518447421914528,15.389353180735384,15.518447421914528,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.52356082573315,16.201806913555632,96.0,2000,3,4,1,0,0,0,15.518447421914527,15.518447421914528,15.597786077632147,15.414419185614683,15.518447421914528,15.57829687743246,15.518447421914528,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16.166885910365842,17.981149596503233,82.0,2000,3,5,1,1,0,1,15.518447421914527,15.518447421914528,15.518447421914527,15.684648470338459,15.518447421914527,15.02277781606447,15.518447421914528,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.489659276356317,12.18689492294037,76.0,2000,3,5,1,1,0,1,15.518447421914527,15.518447421914528,15.63814066697731,15.587989664257034,15.518447421914528,15.412386383687991,15.518447421914528,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
16.118095750958314,13.590577907165603,104.0,2000,3,4,1,0,0,0,15.518447421914527,15.518447421914528,15.549066072274139,15.35304522482068,15.518447421914528,15.518447421914528,15.518447421914528,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16.52356082573315,17.743448663645626,106.0,2000,3,4,1,0,0,1,15.518447421914527,15.518447421914528,15.545291365527547,15.638206822195478,15.518447421914528,15.590287455050214,15.518447421914528,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
16.588099342704055,10.463131911491967,85.0,2000,3,4,1,0,0,1,15.518447421914527,15.518447421914528,15.518447421914528,15.627078996833793,15.518447421914528,15.518447421914528,15.518447421914528,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.380459992348886,12.611541086966115,93.0,2000,3,4,1,0,0,0,15.518447421914527,15.518447421914528,15.518447421914528,15.54795478786994,15.498670562081088,15.571848896002003,15.518447421914528,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
18.36938746009113,18.151493267225753,89.0,2000,3,4,1,0,0,0,15.502591569178445,15.518447421914528,15.587952679272433,15.703270370200606,15.518447421914528,15.574998840985609,15.518447421914528,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
14.32593670194884,15.374707464266548,156.0,2000,3,4,1,0,0,1,15.506267460757597,15.518447421914528,15.050656911351195,15.704391860134997,15.518447421914528,15.409290224751771,15.518447421914528,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.52356082573315,16.108259029639978,94.0,2000,3,4,1,0,0,0,15.518447421914527,15.518447421914528,15.06361893346781,15.514398942428414,15.744351593760674,15.621844194189975,15.518447421914528,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
17.57671069691365,17.945848612228215,103.0,2000,4,3,2,0,0,0,15.511722334952502,15.518447421914528,15.515302487195216,15.52805177179312,15.765538954893021,15.630530173394437,15.518447421914528,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16.993564429978885,16.330979632409907,107.0,2000,4,4,2,0,0,0,15.75453765297637,15.518447421914528,15.53845431004893,15.617978644781443,15.735454471807511,15.671149795128366,15.518447421914528,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.909855136853043,18.078190449090098,128.0,2000,4,4,2,0,0,0,15.583616593124567,15.518447421914528,15.518112888850812,15.50148436862689,15.779899732053785,15.622796685379974,15.518447421914528,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16.993564429978885,17.415558825694,116.0,2000,4,4,2,0,0,0,15.518447421914527,15.518447421914528,15.531047583961232,15.56783609977824,15.595224518159164,15.72313065091215,15.518447421914528,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15.76142084987672,17.350655941290686,102.0,2000,4,3,2,0,0,1,15.518447421914527,15.518447421914528,15.635554058416913,15.675801624223688,15.518447421914528,15.700354081353016,15.518447421914528,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
14.508658238524095,15.607270193858982,156.0,2000,4,4,2,0,0,0,15.518447421914527,15.518447421914528,15.517825011710807,15.460391351031785,15.518447421914528,15.407849276398224,15.518447421914528,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
17.216707972959764,17.908941102599538,127.0,2000,4,4,2,0,0,0,15.518447421914527,15.518447421914528,15.515172384446377,15.592284330315955,15.88949739676444,15.777556117554123,15.518447421914528,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16.118095750958314,13.146962327071881,117.0,2000,4,1,2,0,0,0,15.518447421914527,15.518447421914528,15.567639455514957,15.47373096626637,15.479487845819387,15.811933294732277,15.518447421914528,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16.811242881518265,17.137957582619023,124.0,2000,4,4,2,0,0,0,15.518447421914527,15.518447421914528,15.626466376854871,15.606245907853843,15.804987977502837,15.769632168261477,15.518447421914528,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15.607270193858982,16.15821768856588,97.0,2000,4,4,2,0,0,0,15.565661350427911,15.518447421914528,15.687532870396947,15.464568357468535,15.65169895059643,15.791012252860813,15.518447421914528,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16.454567959008102,15.446479211488544,90.0,2000,4,4,2,0,0,0,15.518447421914527,15.518447421914528,15.518447421914528,15.541100516192483,15.75229454877742,15.796661567256276,15.518447421914528,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
10.819798284210286,10.125190066053934,90.0,2000,4,5,2,1,0,0,15.518447421914527,15.518447421914528,15.518447421914528,15.528844450810688,15.518447421914528,15.518447421914528,15.518447421914528,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
16.52356082573315,17.335971390039045,120.0,2000,4,3,2,0,0,0,15.515157097303216,15.518447421914528,15.66302880671639,15.620830408592926,15.518447421914528,15.791355773987064,15.518447421914528,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16.993564429978885,13.698249511048061,115.0,2000,4,3,2,0,0,0,15.640604673983118,15.518447421914528,15.517062350067437,15.690343653113661,15.431896661004387,15.81440973840575,15.518447421914528,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
15.201805169084134,14.174168434591849,97.0,2000,4,4,2,0,0,0,15.518447421914527,15.518447421914528,15.54391500341942,15.48644076676997,15.518447421914528,15.783289735062258,15.518447421914528,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18.234351177809064,17.90095355185615,91.0,2000,4,4,2,0,0,1,15.518447421914527,15.518447421914528,15.571159128813502,15.6656195129646,15.512963547562341,15.759969136504713,15.518447421914528,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
17.249497794707484,18.036579484975572,118.0,2000,4,4,2,0,0,0,15.518447421914527,15.518447421914528,15.599627609311646,15.694916969401639,15.95420039057141,15.79055462815259,15.518447421914528,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
13.815511557963774,14.346139397261565,110.0,2000,5,0,2,0,1,0,15.518447421914527,15.518447421914528,15.66160266551993,15.390932837023229,15.518447421914528,15.822188781065591,15.518447421914528,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18.450239555902648,19.95865756062427,155.0,2000,5,3,2,0,1,1,15.716237008311701,15.518447421914528,15.584730038663249,15.733678220649567,15.709263352801127,15.748886298136496,15.518447421914528,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15.955576839107596,9.595194526180222,95.0,2000,5,4,2,0,1,0,15.484659648389496,15.518447421914528,15.620853670387415,15.694972677768074,15.518447421914528,15.82330272174929,15.518447421914528,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
16.118095750958314,13.33593001613609,105.0,2000,5,4,2,0,1,0,15.518447421914527,15.518447421914528,15.1037973987052,15.365395679416446,15.563382678686988,15.518447421914528,15.518447421914528,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17.341871111992198,16.482761542064598,114.0,2000,5,4,2,0,1,0,15.518447421914527,15.518447421914528,15.518447421914528,15.776553162030616,15.961765148005874,15.773991823509771,15.518447421914528,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16.380459992348886,16.872739214417035,46.0,2000,5,4,2,0,1,0,15.518447421914527,15.518447421914528,15.591531679041358,15.518447421914528,15.518447421914528,15.783442086423836,15.518447421914528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14.220976332738882,13.8924725250259,122.0,2000,5,3,2,0,1,1,15.518447421914527,15.518447421914528,15.518447421914528,15.666427126006827,15.518447421914528,15.719766418649609,15.518447421914528,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16.118095750958314,15.789827944939722,81.0,2000,5,4,2,0,1,0,15.589831794580565,15.518447421914528,15.038320828980419,15.707882677260914,15.901185273601346,15.773030756119878,15.518447421914528,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.599700214609808,17.207521338390873,119.0,2000,5,4,2,0,1,0,15.518447421914527,15.518447421914528,15.700784612765712,15.838938836355412,15.518447421914528,15.773246104694493,15.518447421914528,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14.508658238524095,14.26578968186223,112.0,2000,5,4,2,0,1,0,15.612016673032882,15.518447421914528,15.607129724211855,15.339471516861853,15.416356750527736,15.791401487399508,15.518447421914528,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16.52356082573315,15.565350034259048,130.0,2000,5,6,2,1,1,0,15.518447421914527,15.518447421914528,15.065160368836107,15.497832594782217,15.468900213205046,15.66231567130247,15.518447421914528,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16.118095750958314,10.847023733300478,95.0,2000,5,4,2,0,1,0,15.518447421914527,15.518447421914528,15.61795004197981,15.330452332632035,15.518447421914528,15.769776015070155,15.518447421914528,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18.663626930405893,19.685507971453088,82.0,2000,5,4,2,0,1,0,15.630340851199566,15.518447421914528,15.60366693632899,15.820849402113373,15.518447421914528,15.709742450658327,15.518447421914528,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
17.034386422832473,17.21452148440769,94.0,2000,5,4,2,0,1,0,15.518447421914527,15.518447421914528,15.625484010354615,15.701984106102277,15.518447421914528,15.757643240065494,15.518447421914528,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.643824303266577,20.118840103538954,123.0,2000,5,2,2,0,1,1,15.518447421914527,15.518447421914528,15.62973050891815,15.877059732605597,15.94223961632797,15.774987028688615,15.518447421914528,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16.588099342704055,13.892218789368938,111.0,2000,5,3,2,0,1,1,15.518447421914527,15.518447421914528,15.493537829539136,15.73190943131274,15.518447421914528,15.826091182510385,15.518447421914528,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.822843761378564,18.413398976115555,110.0,2000,5,4,2,0,1,1,15.511114991074585,15.518447421914528,15.611259753634602,15.937370136690674,16.00205228977846,15.760830763372514,15.518447421914528,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17.216707972959764,18.97433272080923,98.0,2000,5,2,2,0,1,1,15.632913974344246,15.518447421914528,15.674125947056822,15.7288068745198,15.650630983232674,15.766732532776048,15.518447421914528,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.52356082573315,12.696139284836221,94.0,2000,6,2,2,0,1,0,15.518447421914527,15.518447421914528,15.612815987246307,15.49842521587616,15.518447421914528,15.468077087298928,15.518447421914528,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18.31532023940565,19.284414229303696,118.0,2000,6,4,2,0,1,0,15.724674467305606,15.518447421914528,15.714808456737881,15.764521543067072,16.152378954458534,15.869292056814501,15.518447421914528,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15.747032114495013,16.52356082573315,157.0,2000,6,4,2,0,1,0,15.506713950246914,15.518447421914528,15.518447421914528,15.46349027611976,15.518447421914528,15.415826113096655,15.518447421914528,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16.300417291085605,7.86172707782398,90.0,2000,6,5,2,1,1,0,15.518447421914527,15.518447421914528,15.518086873010667,16.035911576700716,15.377761623474413,15.518447421914528,15.518447421914528,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.588099342704055,16.842129538112207,94.0,2000,6,4,2,0,1,0,15.518447421914527,15.518447421914528,15.571417649921612,15.704605609655465,15.50465487179823,15.907664216055952,15.518447421914528,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
14.731801689838349,14.077875591662238,107.0,2000,6,4,2,0,1,0,15.666947011033681,15.518447421914528,15.495728750251192,15.71738240528564,15.518447421914528,15.855278934868227,15.518447421914528,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18.132998684833918,17.419774898119332,94.0,2000,6,4,2,0,1,0,15.515157097303216,15.518447421914528,15.672970982246307,15.893170152600433,15.859021770409518,15.897825498447848,15.518447421914528,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
14.508658238524095,16.855664802340982,154.0,2000,6,4,2,0,1,0,15.518447421914527,15.518447421914528,15.646464350024033,15.478695660680753,15.518447421914528,15.518447421914528,15.518447421914528,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
15.955576839107596,12.3723749091852,94.0,2000,6,2,2,0,1,0,15.518447421914527,15.518447421914528,15.741690560310841,15.692630863753042,15.518447421914528,15.518447421914528,15.518447421914528,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
17.747336210296442,18.82127400385676,116.0,2000,6,3,2,0,1,0,15.58709517855679,15.518447421914528,15.627183501033894,15.771247303085008,15.987564824356099,15.914368426705146,15.518447421914528,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.622173069956816,19.23087542306092,84.0,2000,6,4,2,0,1,1,15.496916127349385,15.518447421914528,15.731241632290468,15.838538986247357,15.973394640271385,15.794772310425161,15.518447421914528,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16.489659276356317,13.42513995248308,96.0,2000,6,6,2,1,1,0,15.496916127349385,15.518447421914528,15.514868399800093,15.478588488653777,15.518447421914528,15.88789431366784,15.518447421914528,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
15.955576839107596,13.754639968400253,77.0,2000,6,2,2,0,1,0,15.518447421914527,15.518447421914528,15.716905464319847,15.643556595971994,15.697553034611886,15.128890899825299,15.518447421914528,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
18.5159909328476,19.187516687024235,165.0,2000,6,2,2,0,1,0,15.517272541902212,15.518447421914528,15.670078294958095,15.699009498707042,15.884823900897548,15.877194452385737,15.518447421914528,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
18.1462439114085,17.373711716926124,92.0,2000,6,4,2,0,1,0,15.518447421914527,15.518447421914528,15.677221029994698,15.916796458106848,15.866172633321813,15.92454599790658,15.518447421914528,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
16.648723960844016,19.181386189443195,120.0,2000,7,3,3,0,1,1,15.518447421914527,15.518447421914528,15.751358194547965,15.884039572520052,15.497213677875372,15.90327143320346,15.518447421914528,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13.997832948091215,14.77102238760702,85.0,2000,7,4,3,0,1,0,15.518447421914527,15.518447421914528,15.562150169551288,15.812021144866755,15.518447421914528,16.034099992139467,15.518447421914528,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17.989897843244528,18.518873864087816,104.0,2000,7,4,3,0,1,0,15.723233031837662,15.518447421914528,15.518447421914528,15.893320319526275,15.672336388734179,16.02134163249773,15.518447421914528,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
